stichdatum;plz;geschlecht;vorname;anzahl;rang;ortbez18
2018-11-01;9215;w;Daniela;17;1;Schönenberg TG/Buhwil
2018-11-01;9215;w;Manuela;14;2;Schönenberg TG/Buhwil
2018-11-01;9215;w;Sandra;12;5;Schönenberg TG/Buhwil
2018-11-01;9216;w;Nicole;7;1;Hohentannen/Heldswil
2018-11-01;9216;m;Stefan;11;1;Hohentannen/Heldswil
2018-11-01;9217;m;Michael;6;4;Neukirch
2018-11-01;9220;w;Ruth;36;4;Bischofszell
2018-11-01;9220;m;Peter;72;1;Bischofszell
2018-11-01;9220;m;Michael;48;4;Bischofszell
2018-11-01;9223;w;n/a;5;3;Schweizersholz/Halden
2018-11-01;9231;w;n/a;3;1;Egg (Flawil)
2018-11-01;9231;m;Andreas;6;1;Egg (Flawil)
2018-11-01;9231;m;Thomas;6;1;Egg (Flawil)
2018-11-01;9240;w;Maria;30;2;Niederglatt SG/Uzwil
2018-11-01;9240;w;Monika;27;4;Niederglatt SG/Uzwil
2018-11-01;9240;w;Anna;27;4;Niederglatt SG/Uzwil
2018-11-01;9240;m;Peter;52;1;Niederglatt SG/Uzwil
2018-11-01;9240;m;Andreas;48;2;Niederglatt SG/Uzwil
2018-11-01;9240;m;Stefan;46;3;Niederglatt SG/Uzwil
2018-11-01;9240;m;Daniel;37;5;Niederglatt SG/Uzwil
2018-11-01;9242;w;Andrea;34;2;Oberuzwil
2018-11-01;9243;w;Monika;15;1;Jonschwil
2018-11-01;9243;w;Sandra;13;4;Jonschwil
2018-11-01;9243;m;Hans;17;3;Jonschwil
2018-11-01;9244;w;Ruth;34;2;Niederuzwil
2018-11-01;9244;w;Andrea;32;4;Niederuzwil
2018-11-01;9245;w;Andrea;24;1;Oberbüren/Sonnental
2018-11-01;9245;w;Monika;19;5;Oberbüren/Sonnental
2018-11-01;9245;m;Daniel;32;2;Oberbüren/Sonnental
2018-11-01;9245;m;Roman;29;4;Oberbüren/Sonnental
2018-11-01;9246;w;Silvia;13;4;Niederbüren
2018-11-01;9246;m;Markus;20;1;Niederbüren
2018-11-01;9247;w;Monika;16;1;Henau
2018-11-01;9247;w;Fabienne;13;3;Henau
2018-11-01;9248;w;Claudia;17;1;Bichwil
2018-11-01;9249;w;Elisabeth;8;2;Algetshausen/Niederstetten/Oberstetten
2018-11-01;9249;w;Sandra;8;2;Algetshausen/Niederstetten/Oberstetten
2018-11-01;9249;m;Michael;14;1;Algetshausen/Niederstetten/Oberstetten
2018-11-01;9249;m;Peter;13;2;Algetshausen/Niederstetten/Oberstetten
2018-11-01;9249;m;Daniel;13;2;Algetshausen/Niederstetten/Oberstetten
2018-11-01;9300;m;Peter;103;1;Wittenbach
2018-11-01;9300;m;Daniel;102;2;Wittenbach
2018-11-01;9300;m;Michael;78;4;Wittenbach
2018-11-01;9304;w;Ruth;7;5;Bernhardzell
2018-11-01;9304;m;Josef;13;3;Bernhardzell
2018-11-01;9305;w;Sandra;10;3;Berg SG
2018-11-01;9306;w;Lara;11;2;Freidorf TG
2018-11-01;9306;m;Peter;14;5;Freidorf TG
2018-11-01;9308;m;Martin;10;1;Lömmenschwil
2018-11-01;9308;m;Andreas;7;4;Lömmenschwil
2018-11-01;9312;w;Andrea;11;1;Häggenschwil
2018-11-01;9312;w;Monika;9;3;Häggenschwil
2018-11-01;9312;m;Thomas;10;4;Häggenschwil
2018-11-01;9313;w;Claudia;10;1;Muolen
2018-11-01;9313;w;Karin;9;3;Muolen
2018-11-01;9313;m;Andreas;12;2;Muolen
2018-11-01;9313;m;Martin;12;2;Muolen
2018-11-01;9314;w;n/a;5;2;Steinebrunn
2018-11-01;9315;w;Susanne;15;3;Neukirch (Egnach)/Winden
2018-11-01;9315;m;Andreas;28;1;Neukirch (Egnach)/Winden
2018-11-01;9320;w;Claudia;92;4;Stachen/Arbon/Frasnacht
2018-11-01;9323;w;Anita;23;5;Steinach
2018-11-01;9325;w;Maria;12;4;Roggwil TG
2018-11-01;9325;w;Rosmarie;12;4;Roggwil TG
2018-11-01;9325;m;Andreas;18;4;Roggwil TG
2018-11-01;9326;m;Daniel;34;1;Horn
2018-11-01;9326;m;Andreas;33;3;Horn
2018-11-01;9326;m;Peter;27;4;Horn
2018-11-01;9327;w;Claudia;13;3;Tübach
2018-11-01;9327;m;Rolf;17;5;Tübach
2018-11-01;9400;w;Monika;56;2;Rorschach
2018-11-01;9400;m;Thomas;65;3;Rorschach
2018-11-01;9400;m;Hans;61;4;Rorschach
2018-11-01;9402;w;Susanne;30;2;Mörschwil
2018-11-01;9402;w;Ursula;24;4;Mörschwil
2018-11-01;9402;m;Andreas;47;2;Mörschwil
2018-11-01;9402;m;Christian;35;5;Mörschwil
2018-11-01;9403;w;Maria;99;1;Goldach
2018-11-01;9403;w;Ruth;59;3;Goldach
2018-11-01;9403;w;Sandra;58;4;Goldach
2018-11-01;9403;m;Daniel;98;2;Goldach
2018-11-01;9404;w;Monika;56;2;Rorschacherberg
2018-11-01;9404;w;Ruth;44;5;Rorschacherberg
2018-11-01;9404;m;Andreas;55;4;Rorschacherberg
2018-11-01;9405;w;n/a;5;2;Wienacht-Tobel
2018-11-01;9405;w;n/a;4;3;Wienacht-Tobel
2018-11-01;9410;w;Monika;34;3;Heiden
2018-11-01;9410;m;Hans;36;5;Heiden
2018-11-01;9413;w;Margrit;13;5;Oberegg
2018-11-01;9413;m;Hans;21;4;Oberegg
2018-11-01;9413;m;Daniel;20;5;Oberegg
2018-11-01;9422;w;Claudia;26;1;Staad SG
2018-11-01;9422;w;Elisabeth;18;3;Staad SG
2018-11-01;9422;m;Andreas;29;4;Staad SG
2018-11-01;9423;w;Karin;7;4;Altenrhein
2018-11-01;9424;w;Ruth;23;3;Rheineck
2018-11-01;9424;m;Peter;55;1;Rheineck
2018-11-01;9424;m;Markus;30;3;Rheineck
2018-11-01;9424;m;Walter;29;4;Rheineck
2018-11-01;9424;m;Thomas;29;4;Rheineck
2018-11-01;9424;m;Michael;29;4;Rheineck
2018-11-01;9426;w;Claudia;9;3;Lutzenberg
2018-11-01;9427;w;Heidi;16;1;Wolfhalden
2018-11-01;9427;m;Hans;22;3;Wolfhalden
2018-11-01;9427;m;Thomas;18;5;Wolfhalden
2018-11-01;9428;w;Claudia;16;3;Walzenhausen
2018-11-01;9428;m;Daniel;30;2;Walzenhausen
2018-11-01;9430;m;Markus;45;2;St. Margrethen SG
2018-11-01;9434;w;Maria;37;1;Au SG
2018-11-01;9434;w;Monika;35;2;Au SG
2018-11-01;9434;w;Manuela;29;3;Au SG
2018-11-01;9434;m;Marco;41;5;Au SG
2018-11-01;9435;w;Karin;29;2;Heerbrugg
2018-11-01;9435;w;Daniela;20;5;Heerbrugg
2018-11-01;9435;m;Walter;29;5;Heerbrugg
2018-11-01;9436;w;Karin;31;4;Balgach
2018-11-01;9436;w;Andrea;29;5;Balgach
2018-11-01;9436;m;Daniel;52;1;Balgach
2018-11-01;9437;w;Ursula;15;2;Marbach SG
2018-11-01;9437;m;Markus;23;3;Marbach SG
2018-11-01;9442;w;Daniela;26;5;Berneck/Büriswilen
2018-11-01;9442;m;Daniel;57;1;Berneck/Büriswilen
2018-11-01;9442;m;Thomas;49;3;Berneck/Büriswilen
2018-11-01;9443;w;Maria;67;2;Widnau
2018-11-01;9443;w;Andrea;62;3;Widnau
2018-11-01;9443;m;Thomas;113;1;Widnau
2018-11-01;9443;m;Michael;92;3;Widnau
2018-11-01;9444;w;Daniela;43;4;Diepoldsau
2018-11-01;9444;w;Monika;36;5;Diepoldsau
2018-11-01;9444;m;Markus;63;3;Diepoldsau
2018-11-01;9445;w;Claudia;34;2;Rebstein
2018-11-01;9445;w;Daniela;24;5;Rebstein
2018-11-01;9445;m;Peter;49;2;Rebstein
2018-11-01;9445;m;Markus;44;3;Rebstein
2018-11-01;9450;w;Karin;70;3;Lüchingen/Altstätten SG
2018-11-01;9451;w;Monika;17;1;Kriessern
2018-11-01;9451;w;Claudia;15;2;Kriessern
2018-11-01;9451;w;Manuela;14;3;Kriessern
2018-11-01;9451;w;Maria;14;3;Kriessern
2018-11-01;9451;w;Karin;13;5;Kriessern
2018-11-01;9451;m;Daniel;24;1;Kriessern
2018-11-01;9451;m;Markus;18;4;Kriessern
2018-11-01;9453;w;Andrea;12;2;Eichberg
2018-11-01;9453;w;Heidi;11;3;Eichberg
2018-11-01;9453;w;Silvia;10;4;Eichberg
2018-11-01;9453;w;Brigitte;9;5;Eichberg
2018-11-01;9453;m;Thomas;20;1;Eichberg
2018-11-01;9453;m;Daniel;17;2;Eichberg
2018-11-01;9453;m;Peter;15;3;Eichberg
2018-11-01;9453;m;Michael;11;5;Eichberg
2018-11-01;9462;w;Sandra;16;2;Montlingen
2018-11-01;9462;w;Nicole;14;5;Montlingen
2018-11-01;9462;m;Marcel;19;4;Montlingen
2018-11-01;9464;w;Elisabeth;21;2;Lienz/Rüthi (Rheintal)
2018-11-01;9464;w;Sandra;19;4;Lienz/Rüthi (Rheintal)
2018-11-01;9464;m;Peter;33;2;Lienz/Rüthi (Rheintal)
2018-11-01;9464;m;Markus;31;4;Lienz/Rüthi (Rheintal)
2018-11-01;9465;w;Susanne;7;2;Salez
2018-11-01;9465;m;Walter;11;2;Salez
2018-11-01;9465;m;Bruno;8;5;Salez
2018-11-01;9466;m;Peter;23;1;Sennwald
2018-11-01;9466;m;Daniel;22;2;Sennwald
2018-11-01;9467;m;Bruno;13;1;Frümsen
2018-11-01;9467;m;Martin;12;2;Frümsen
2018-11-01;9468;m;Hans;15;1;Sax
2018-11-01;9468;m;Daniel;11;3;Sax
2018-11-01;9469;w;Petra;7;2;Haag (Rheintal)
2018-11-01;9469;w;Sandra;7;2;Haag (Rheintal)
2018-11-01;9469;w;Doris;7;2;Haag (Rheintal)
2018-11-01;9469;w;Erika;7;2;Haag (Rheintal)
2018-11-01;9470;w;Anna;91;2;Buchs SG/Werdenberg
2018-11-01;9470;m;Peter;151;1;Buchs SG/Werdenberg
2018-11-01;9472;w;Monika;53;1;Grabs/Grabserberg
2018-11-01;9472;w;Andrea;43;5;Grabs/Grabserberg
2018-11-01;9472;m;Peter;99;2;Grabs/Grabserberg
2018-11-01;9472;m;Andreas;84;3;Grabs/Grabserberg
2018-11-01;9473;w;Andrea;30;1;Gams
2018-11-01;9473;m;Thomas;41;3;Gams
2018-11-01;9475;m;Christian;46;2;Sevelen
2018-11-01;9475;m;Peter;42;4;Sevelen
2018-11-01;9476;m;Michael;19;1;Weite/Fontnas
2018-11-01;9476;m;Walter;19;1;Weite/Fontnas
2018-11-01;9477;w;Silvia;10;2;Trübbach
2018-11-01;9477;w;Monika;8;3;Trübbach
2018-11-01;9477;w;Esther;8;3;Trübbach
2018-11-01;9477;w;Sonja;8;3;Trübbach
2018-11-01;9477;m;Hans;17;1;Trübbach
2018-11-01;9477;m;Stefan;11;5;Trübbach
2018-11-01;9478;w;Andrea;12;3;Azmoos
2018-11-01;9478;w;Sandra;12;3;Azmoos
2018-11-01;9478;m;Martin;18;1;Azmoos
2018-11-01;9478;m;Michael;16;3;Azmoos
2018-11-01;9479;w;Monika;9;3;Oberschan/Gretschins/Malans SG
2018-11-01;9479;m;Thomas;11;4;Oberschan/Gretschins/Malans SG
2018-11-01;9500;w;Elisabeth;90;5;Wil SG
2018-11-01;9502;w;Monika;7;2;Braunau
2018-11-01;9502;w;Nicole;7;2;Braunau
2018-11-01;9502;w;Karin;6;4;Braunau
2018-11-01;9502;w;Sandra;6;4;Braunau
2018-11-01;9502;m;Daniel;8;4;Braunau
2018-11-01;9503;w;n/a;3;2;Stehrenberg/Lanterswil
2018-11-01;9503;m;n/a;3;3;Stehrenberg/Lanterswil
2018-11-01;9504;w;n/a;3;3;Friltschen
2018-11-01;9506;w;Andrea;11;1;Lommis
2018-11-01;9506;w;Monika;6;5;Lommis
2018-11-01;9506;w;Sandra;6;5;Lommis
2018-11-01;9506;m;Markus;8;4;Lommis
2018-11-01;9506;m;Andreas;7;5;Lommis
2018-11-01;9507;w;Silvia;9;4;Stettfurt
2018-11-01;9507;m;Markus;15;2;Stettfurt
2018-11-01;9507;m;Thomas;15;2;Stettfurt
2018-11-01;9508;w;n/a;5;1;Weingarten-Kalth
2018-11-01;9508;m;Peter;10;1;Weingarten-Kalth
2018-11-01;9508;m;Daniel;8;2;Weingarten-Kalth
2018-11-01;9508;m;Thomas;8;2;Weingarten-Kalth
2018-11-01;9514;w;Karin;9;2;Wuppenau
2018-11-01;9515;w;Monika;9;1;Hosenruck
2018-11-01;9515;w;Daniela;7;3;Hosenruck
2018-11-01;9515;w;n/a;5;4;Hosenruck
2018-11-01;9515;m;Peter;9;1;Hosenruck
2018-11-01;9517;w;Andrea;6;4;Mettlen
2018-11-01;9517;m;Roman;7;3;Mettlen
2018-11-01;9523;w;Andrea;9;4;Züberwangen
2018-11-01;9523;m;Peter;16;1;Züberwangen
2018-11-01;9523;m;Kurt;11;5;Züberwangen
2018-11-01;9524;w;Karin;27;1;Zuzwil SG
2018-11-01;9524;w;Ursula;26;3;Zuzwil SG
2018-11-01;9525;w;Andrea;7;3;Lenggenwil
2018-11-01;9525;w;Karin;6;4;Lenggenwil
2018-11-01;9525;w;Margrit;6;4;Lenggenwil
2018-11-01;9525;m;Michael;10;2;Lenggenwil
2018-11-01;9526;w;Andrea;12;2;Zuckenriet
2018-11-01;9526;m;Pascal;11;4;Zuckenriet
2018-11-01;9527;w;Nicole;10;4;Niederhelfenschwil
2018-11-01;9527;m;Stefan;16;4;Niederhelfenschwil
2018-11-01;9527;m;Christian;15;5;Niederhelfenschwil
2018-11-01;9532;w;Maria;31;1;Rickenbach b. Wil
2018-11-01;9532;w;Claudia;19;2;Rickenbach b. Wil
2018-11-01;9532;w;Elisabeth;15;4;Rickenbach b. Wil
2018-11-01;9532;m;Marco;18;5;Rickenbach b. Wil
2018-11-01;9533;m;Markus;29;4;Dietschwil/Kirchberg SG
2018-11-01;9534;w;Margrit;8;3;Gähwil
2018-11-01;9534;w;Elisabeth;8;3;Gähwil
2018-11-01;9534;w;Heidi;8;3;Gähwil
2018-11-01;9534;w;Nicole;8;3;Gähwil
2018-11-01;9534;m;Daniel;15;1;Gähwil
2018-11-01;9535;w;Maria;31;1;Wilen b. Wil
2018-11-01;9535;w;Manuela;17;5;Wilen b. Wil
2018-11-01;9535;m;Christian;26;3;Wilen b. Wil
2018-11-01;9536;w;Nicole;17;2;Schwarzenbach SG
2018-11-01;9536;w;Jasmin;15;5;Schwarzenbach SG
2018-11-01;9536;m;Marco;17;4;Schwarzenbach SG
2018-11-01;9536;m;Hans;16;5;Schwarzenbach SG
2018-11-01;9542;w;Sandra;29;2;Münchwilen TG
2018-11-01;9542;w;Ruth;25;5;Münchwilen TG
2018-11-01;9542;m;Michael;35;4;Münchwilen TG
2018-11-01;9543;m;Andreas;16;1;St. Margarethen TG
2018-11-01;9543;m;Stefan;13;2;St. Margarethen TG
2018-11-01;9543;m;Daniel;12;3;St. Margarethen TG
2018-11-01;9545;w;Maria;32;2;Wängi
2018-11-01;9545;m;Thomas;53;2;Wängi
2018-11-01;9546;w;Karin;6;1;Tuttwil
2018-11-01;9546;m;Martin;7;3;Tuttwil
2018-11-01;9547;w;Monika;7;1;Wittenwil
2018-11-01;9547;w;Daniela;7;1;Wittenwil
2018-11-01;9547;w;Ruth;6;4;Wittenwil
2018-11-01;9548;w;Claudia;24;1;Matzingen
2018-11-01;9548;m;Michael;30;2;Matzingen
2018-11-01;9552;w;Rita;21;5;Bronschhofen
2018-11-01;9552;m;Daniel;41;1;Bronschhofen
2018-11-01;9552;m;Markus;29;2;Bronschhofen
2018-11-01;9552;m;Martin;28;3;Bronschhofen
2018-11-01;9552;m;Peter;25;4;Bronschhofen
2018-11-01;9553;w;Daniela;11;1;Bettwiesen
2018-11-01;9553;w;Margrit;10;2;Bettwiesen
2018-11-01;7173;m;n/a;4;2;Surrein
2018-11-01;7176;w;n/a;3;2;Cumpadials
2018-11-01;7180;w;Maria;30;1;Disentis/Mustér
2018-11-01;7180;m;Marco;15;4;Disentis/Mustér
2018-11-01;7180;m;Gion;15;4;Disentis/Mustér
2018-11-01;7184;w;n/a;4;2;Curaglia
2018-11-01;7184;w;n/a;3;3;Curaglia
2018-11-01;7184;m;n/a;5;1;Curaglia
2018-11-01;7185;w;n/a;3;1;Platta
2018-11-01;7185;m;n/a;5;1;Platta
2018-11-01;7186;m;n/a;5;2;Segnas
2018-11-01;7186;m;n/a;4;3;Segnas
2018-11-01;7187;m;Peter;6;1;Camischolas
2018-11-01;7187;m;n/a;4;4;Camischolas
2018-11-01;7189;m;Martin;9;1;Rueras
2018-11-01;7189;m;n/a;5;3;Rueras
2018-11-01;7203;w;Maria;35;1;Trimmis
2018-11-01;7203;w;Ursula;20;5;Trimmis
2018-11-01;7203;m;Peter;54;1;Trimmis
2018-11-01;7204;w;Claudia;16;4;Untervaz
2018-11-01;7205;w;Ursula;25;3;Zizers
2018-11-01;7205;m;Martin;43;1;Zizers
2018-11-01;7205;m;Thomas;33;5;Zizers
2018-11-01;7206;w;Maria;27;2;Igis
2018-11-01;7206;m;Peter;45;1;Igis
2018-11-01;7206;m;Daniel;39;3;Igis
2018-11-01;7208;m;Martin;32;2;Malans GR
2018-11-01;7212;w;Elisabeth;12;5;Seewis Dorf/Seewis-Schmitten/Seewis-Pardisla
2018-11-01;7212;m;Florian;15;5;Seewis Dorf/Seewis-Schmitten/Seewis-Pardisla
2018-11-01;7213;w;n/a;3;1;Valzeina
2018-11-01;7214;w;Ursula;15;2;Grüsch
2018-11-01;7215;w;n/a;5;4;Fanas
2018-11-01;7215;m;Christian;9;2;Fanas
2018-11-01;7215;m;Hans;8;4;Fanas
2018-11-01;7220;w;Maria;25;1;Schiers
2018-11-01;7223;m;n/a;5;1;Buchen
2018-11-01;7228;w;n/a;3;3;Pusserein/Schuders
2018-11-01;7232;w;Elsbeth;6;2;Furna
2018-11-01;7235;w;Sandra;12;1;Fideris
2018-11-01;7235;m;Hans;19;2;Fideris
2018-11-01;7240;w;Elisabeth;10;3;Küblis
2018-11-01;7240;w;Anja;9;4;Küblis
2018-11-01;7240;m;Andreas;13;3;Küblis
2018-11-01;7240;m;Thomas;10;5;Küblis
2018-11-01;7241;w;n/a;4;2;Conters
2018-11-01;7241;w;n/a;3;3;Conters
2018-11-01;7241;m;Peter;11;1;Conters
2018-11-01;7243;m;Hans;25;1;Pany
2018-11-01;7245;w;n/a;3;1;Ascharina
2018-11-01;7245;m;n/a;4;2;Ascharina
2018-11-01;7245;m;n/a;3;4;Ascharina
2018-11-01;7246;w;Magdalena;6;1;St. Antönien
2018-11-01;7246;m;n/a;5;4;St. Antönien
2018-11-01;7249;m;Christian;10;4;Serneus
2018-11-01;7249;m;Hans;10;4;Serneus
2018-11-01;7250;m;Hans;110;1;Klosters
2018-11-01;7260;w;Ruth;58;1;Davos Dorf
2018-11-01;7260;m;Martin;67;5;Davos Dorf
2018-11-01;7265;w;Ursula;7;5;Davos Wolfgang
2018-11-01;7265;m;Daniel;12;3;Davos Wolfgang
2018-11-01;7265;m;Urs;12;3;Davos Wolfgang
2018-11-01;7270;w;Ursula;81;2;Davos Platz
2018-11-01;7270;w;Claudia;71;3;Davos Platz
2018-11-01;7270;w;Monika;64;4;Davos Platz
2018-11-01;7270;m;Hans;134;2;Davos Platz
2018-11-01;7272;m;Thomas;6;3;Davos Clavadel
2018-11-01;7276;w;Elisabeth;6;1;Davos Frauenkirch
2018-11-01;7276;m;Thomas;10;1;Davos Frauenkirch
2018-11-01;7276;m;Peter;8;2;Davos Frauenkirch
2018-11-01;7276;m;n/a;5;5;Davos Frauenkirch
2018-11-01;7277;w;n/a;5;4;Davos Glaris
2018-11-01;7278;m;Thomas;6;3;Davos Monstein
2018-11-01;7302;w;Ruth;28;5;Landquart
2018-11-01;7302;w;Silvia;28;5;Landquart
2018-11-01;7303;m;Peter;13;1;Mastrils
2018-11-01;7303;m;Hans;10;3;Mastrils
2018-11-01;7304;m;Hans;35;5;Maienfeld
2018-11-01;7307;w;Elisabeth;11;1;Jenins
2018-11-01;7310;m;Martin;56;3;Bad Ragaz
2018-11-01;7310;m;Christian;55;4;Bad Ragaz
2018-11-01;7310;m;Hans;54;5;Bad Ragaz
2018-11-01;7310;m;Michael;54;5;Bad Ragaz
2018-11-01;7312;w;Nicole;7;1;Pfäfers
2018-11-01;7312;m;Werner;7;3;Pfäfers
2018-11-01;7312;m;Josef;7;3;Pfäfers
2018-11-01;7313;w;n/a;2;3;St. Margrethenberg
2018-11-01;7315;w;n/a;5;4;Vättis
2018-11-01;7320;w;Anna;44;2;Sargans
2018-11-01;7320;w;Claudia;35;3;Sargans
2018-11-01;7323;w;Maria;21;3;Wangs
2018-11-01;7323;w;Silvia;18;5;Wangs
2018-11-01;7323;m;Peter;37;1;Wangs
2018-11-01;7324;m;Peter;19;5;Vilters
2018-11-01;7325;w;n/a;2;1;Schwendi
2018-11-01;7325;m;n/a;2;5;Schwendi
2018-11-01;7402;w;Sandra;32;1;Bonaduz
2018-11-01;7402;w;Ursula;21;4;Bonaduz
2018-11-01;7402;m;Andreas;30;4;Bonaduz
2018-11-01;7403;w;Daniela;13;2;Rhäzüns
2018-11-01;7404;w;n/a;3;4;Feldis/Veulden
2018-11-01;7404;m;n/a;3;2;Feldis/Veulden
2018-11-01;7405;m;Martin;6;1;Rothenbrunnen
2018-11-01;7407;w;n/a;2;1;Trans
2018-11-01;7408;w;Anna;12;2;Cazis
2018-11-01;7408;m;Bruno;8;3;Cazis
2018-11-01;7408;m;Mario;8;3;Cazis
2018-11-01;7408;m;Markus;8;3;Cazis
2018-11-01;7411;w;Manuela;10;1;Sils im Domleschg
2018-11-01;7412;w;Beatrice;11;1;Scharans
2018-11-01;7412;w;Barbara;9;4;Scharans
2018-11-01;7412;m;Christian;11;2;Scharans
2018-11-01;7413;w;n/a;5;1;Fürstenaubruck
2018-11-01;7414;w;n/a;4;1;Fürstenau
2018-11-01;7414;w;n/a;3;3;Fürstenau
2018-11-01;7414;m;n/a;4;1;Fürstenau
2018-11-01;7415;w;Elisabeth;6;2;Rodels/Pratval
2018-11-01;7451;m;n/a;4;2;Alvaschein
2018-11-01;7452;m;Daniel;8;5;Cunter
2018-11-01;7453;w;n/a;4;2;Tinizong
2018-11-01;7454;w;n/a;2;3;Rona
2018-11-01;7454;m;n/a;4;1;Rona
2018-11-01;7456;w;n/a;5;1;Sur/Marmorera
2018-11-01;7457;m;n/a;4;5;Bivio
2018-11-01;7459;m;Peter;7;1;Stierva
2018-11-01;7460;w;Elisabeth;18;4;Savognin
2018-11-01;7460;m;Urs;24;4;Savognin
2018-11-01;7462;w;n/a;4;1;Salouf
2018-11-01;7463;m;Men;6;2;Riom
2018-11-01;7463;m;n/a;4;4;Riom
2018-11-01;7464;m;Peter;6;1;Parsonz
2018-11-01;7472;w;n/a;4;1;Surava
2018-11-01;7472;m;n/a;3;5;Surava
2018-11-01;7473;w;n/a;5;1;Alvaneu Bad
2018-11-01;7473;w;n/a;3;2;Alvaneu Bad
2018-11-01;7477;w;Bettina;6;2;Filisur
2018-11-01;7482;m;Christian;9;4;Stugl/Stuls/Preda/Bergün/Bravuogn
2018-11-01;7484;m;Peter;8;1;Latsch
2018-11-01;7484;m;n/a;3;3;Latsch
2018-11-01;7492;m;Walter;8;4;Alvaneu Dorf
2018-11-01;7493;m;Christian;8;1;Schmitten (Albula)
2018-11-01;7493;m;n/a;5;3;Schmitten (Albula)
2018-11-01;7494;w;Ursula;6;2;Davos Wiesen
2018-11-01;7502;m;Christian;6;5;Bever
2018-11-01;7502;m;Marco;6;5;Bever
2018-11-01;7502;m;Daniel;6;5;Bever
2018-11-01;7504;w;Elisabeth;20;4;Pontresina
2018-11-01;7504;m;Peter;43;1;Pontresina
2018-11-01;7504;m;Gian;31;3;Pontresina
2018-11-01;7505;m;Peter;26;4;Celerina
2018-11-01;7513;w;Barbara;15;3;Silvaplana/Silvaplana-Surlej
2018-11-01;7514;w;Elisabeth;13;3;Sils/Segl Maria/Fex
2018-11-01;7514;w;Claudia;12;4;Sils/Segl Maria/Fex
2018-11-01;7514;m;Gian;16;1;Sils/Segl Maria/Fex
2018-11-01;7515;m;n/a;4;1;Sils/Segl Baselgia
2018-11-01;7516;w;Sandra;7;3;Maloja
2018-11-01;7516;m;Bruno;7;4;Maloja
2018-11-01;7522;m;Peter;24;2;La Punt-Chamues-ch
2018-11-01;7522;m;Gian;20;3;La Punt-Chamues-ch
2018-11-01;7522;m;Marco;15;4;La Punt-Chamues-ch
2018-11-01;7523;m;Rudolf;7;1;Madulain
2018-11-01;7524;w;Claudia;11;5;Zuoz
2018-11-01;7524;w;Ruth;11;5;Zuoz
2018-11-01;7525;w;n/a;5;4;S-chanf
2018-11-01;7525;m;Gian;11;1;S-chanf
2018-11-01;7525;m;Christian;9;2;S-chanf
2018-11-01;7525;m;Rafael;6;4;S-chanf
2018-11-01;7526;m;n/a;5;1;Cinuos-chel
2018-11-01;7526;m;n/a;4;2;Cinuos-chel
2018-11-01;7527;m;n/a;2;1;Brail
2018-11-01;7530;w;Anna;17;2;Zernez
2018-11-01;7533;m;n/a;3;2;Fuldera
2018-11-01;7536;w;n/a;5;1;Sta. Maria V. M.
2018-11-01;7536;w;n/a;4;3;Sta. Maria V. M.
2018-11-01;7537;w;Sara;6;4;Müstair
2018-11-01;7537;m;Roman;6;3;Müstair
2018-11-01;7543;m;n/a;5;1;Lavin
2018-11-01;7545;m;Jon;9;1;Guarda
2018-11-01;7545;m;n/a;4;4;Guarda
2018-11-01;7545;m;n/a;3;5;Guarda
2018-11-01;7550;w;Anna;26;2;Scuol
2018-11-01;7550;w;Sandra;19;5;Scuol
2018-11-01;7550;m;Gian;30;2;Scuol
2018-11-01;7550;m;Daniel;29;3;Scuol
2018-11-01;7550;m;Jachen;25;5;Scuol
2018-11-01;7551;m;Jon;15;1;Ftan
2018-11-01;7552;w;Margrit;6;1;Vulpera
2018-11-01;7552;w;Maria;6;1;Vulpera
2018-11-01;7552;m;n/a;2;1;Vulpera
2018-11-01;7553;w;n/a;4;1;Tarasp
2018-11-01;7553;m;n/a;4;3;Tarasp
2018-11-01;7554;w;Maria;15;1;Sent/Crusch
2018-11-01;7554;w;Elisabeth;9;5;Sent/Crusch
2018-11-01;7554;w;Madlaina;9;5;Sent/Crusch
2018-11-01;7554;m;Jachen;12;4;Sent/Crusch
2018-11-01;7556;w;n/a;5;2;Ramosch
2018-11-01;7556;m;Jon;13;1;Ramosch
2018-11-01;7560;w;n/a;5;1;Martina
2018-11-01;7560;w;n/a;2;2;Martina
2018-11-01;7560;m;n/a;3;1;Martina
2018-11-01;7562;w;Manuela;7;1;Samnaun-Compatsch
2018-11-01;7562;m;Josef;9;2;Samnaun-Compatsch
2018-11-01;7562;m;Christian;6;4;Samnaun-Compatsch
2018-11-01;7563;w;n/a;3;5;Samnaun Dorf
2018-11-01;7602;w;n/a;3;2;Casaccia
2018-11-01;7603;m;Marco;9;1;Vicosoprano
2018-11-01;7603;m;Silvio;6;2;Vicosoprano
2018-11-01;7608;m;n/a;5;2;Castasegna
2018-11-01;7610;w;n/a;2;5;Soglio
2018-11-01;7741;w;Erica;6;3;S. Carlo GR
2018-11-01;7741;w;Elena;6;3;S. Carlo GR
2018-11-01;7742;w;Nadia;13;2;Poschiavo/Sfazù/La Rösa
2018-11-01;7742;w;Francesca;13;2;Poschiavo/Sfazù/La Rösa
2018-11-01;7743;m;Davide;11;1;Brusio/Miralago
2018-11-01;8471;w;Monika;9;4;Rutschwil/Dägerlen/Oberwil (Dägerlen)/Berg (Dägerlen)/Bänk (Dägerlen)
2018-11-01;8472;w;Ursula;73;1;Seuzach
